program,source,date,month,day_of_month,days_in_month,day_weight,pacing_pct_mtd,target_spend_day,target_spend_mtd,actual_spend_day,actual_spend_mtd,spend_var_pct_mtd,target_leads_day,target_leads_mtd,actual_leads_day,actual_leads_mtd,lead_var_pct_mtd,target_appointments_day,target_appointments_mtd,actual_appointments_day,actual_appointments_mtd,appointment_var_pct_mtd,target_demos_day,target_demos_mtd,actual_demos_day,actual_demos_mtd,demo_var_pct_mtd,target_enrollments_day,target_enrollments_mtd,actual_enrollments_day,actual_enrollments_mtd,enrollment_var_pct_mtd,target_cpl_month,target_cpl_mtd_implied,actual_cpl_mtd,cpl_var_pct_mtd,notes
Smart Hosp (BVoc),Meta,2026-09-08,Sep 26,8,30,0.033333,0.266667,20578.2,164625.62,,,,54.8753,439.0027,,,,2.2863,18.2907,,,,0.9147,7.3173,,,,0.2743,2.1947,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-09,Sep 26,9,30,0.033333,0.3,20578.2,185203.82,,,,54.8753,493.878,,,,2.2863,20.577,,,,0.9147,8.232,,,,0.2743,2.469,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-10,Sep 26,10,30,0.033333,0.333333,20578.2,205782.03,,,,54.8753,548.7533,,,,2.2863,22.8633,,,,0.9147,9.1467,,,,0.2743,2.7433,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-11,Sep 26,11,30,0.033333,0.366667,20578.2,226360.23,,,,54.8753,603.6287,,,,2.2863,25.1497,,,,0.9147,10.0613,,,,0.2743,3.0177,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-12,Sep 26,12,30,0.033333,0.4,20578.2,246938.43,,,,54.8753,658.504,,,,2.2863,27.436,,,,0.9147,10.976,,,,0.2743,3.292,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-13,Sep 26,13,30,0.033333,0.433333,20578.2,267516.63,,,,54.8753,713.3793,,,,2.2863,29.7223,,,,0.9147,11.8907,,,,0.2743,3.5663,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-14,Sep 26,14,30,0.033333,0.466667,20578.2,288094.84,,,,54.8753,768.2547,,,,2.2863,32.0087,,,,0.9147,12.8053,,,,0.2743,3.8407,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-15,Sep 26,15,30,0.033333,0.5,20578.2,308673.04,,,,54.8753,823.13,,,,2.2863,34.295,,,,0.9147,13.72,,,,0.2743,4.115,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-16,Sep 26,16,30,0.033333,0.533333,20578.2,329251.24,,,,54.8753,878.0053,,,,2.2863,36.5813,,,,0.9147,14.6347,,,,0.2743,4.3893,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-17,Sep 26,17,30,0.033333,0.566667,20578.2,349829.45,,,,54.8753,932.8807,,,,2.2863,38.8677,,,,0.9147,15.5493,,,,0.2743,4.6637,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-18,Sep 26,18,30,0.033333,0.6,20578.2,370407.65,,,,54.8753,987.756,,,,2.2863,41.154,,,,0.9147,16.464,,,,0.2743,4.938,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-19,Sep 26,19,30,0.033333,0.633333,20578.2,390985.85,,,,54.8753,1042.6313,,,,2.2863,43.4403,,,,0.9147,17.3787,,,,0.2743,5.2123,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-20,Sep 26,20,30,0.033333,0.666667,20578.2,411564.05,,,,54.8753,1097.5067,,,,2.2863,45.7267,,,,0.9147,18.2933,,,,0.2743,5.4867,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-21,Sep 26,21,30,0.033333,0.7,20578.2,432142.26,,,,54.8753,1152.382,,,,2.2863,48.013,,,,0.9147,19.208,,,,0.2743,5.761,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-22,Sep 26,22,30,0.033333,0.733333,20578.2,452720.46,,,,54.8753,1207.2573,,,,2.2863,50.2993,,,,0.9147,20.1227,,,,0.2743,6.0353,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-23,Sep 26,23,30,0.033333,0.766667,20578.2,473298.66,,,,54.8753,1262.1327,,,,2.2863,52.5857,,,,0.9147,21.0373,,,,0.2743,6.3097,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-24,Sep 26,24,30,0.033333,0.8,20578.2,493876.86,,,,54.8753,1317.008,,,,2.2863,54.872,,,,0.9147,21.952,,,,0.2743,6.584,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-25,Sep 26,25,30,0.033333,0.833333,20578.2,514455.07,,,,54.8753,1371.8833,,,,2.2863,57.1583,,,,0.9147,22.8667,,,,0.2743,6.8583,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-26,Sep 26,26,30,0.033333,0.866667,20578.2,535033.27,,,,54.8753,1426.7587,,,,2.2863,59.4447,,,,0.9147,23.7813,,,,0.2743,7.1327,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-27,Sep 26,27,30,0.033333,0.9,20578.2,555611.47,,,,54.8753,1481.634,,,,2.2863,61.731,,,,0.9147,24.696,,,,0.2743,7.407,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-28,Sep 26,28,30,0.033333,0.933333,20578.2,576189.67,,,,54.8753,1536.5093,,,,2.2863,64.0173,,,,0.9147,25.6107,,,,0.2743,7.6813,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-29,Sep 26,29,30,0.033333,0.966667,20578.2,596767.88,,,,54.8753,1591.3847,,,,2.2863,66.3037,,,,0.9147,26.5253,,,,0.2743,7.9557,,,,375.0,375.0,,,
Smart Hosp (BVoc),Meta,2026-09-30,Sep 26,30,30,0.033333,1.0,20578.2,617346.08,,,,54.8753,1646.26,,,,2.2863,68.59,,,,0.9147,27.44,,,,0.2743,8.23,,,,375.0,375.0,,,
Sprint Cert (Hospitality),Google,2026-09-01,Sep 26,1,30,0.033333,0.033333,20237.0,20237.0,,,,77.0933,77.0933,,,,4.8183,4.8183,,,,1.9273,1.9273,,,,0.5783,0.5783,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-02,Sep 26,2,30,0.033333,0.066667,20237.0,40474.0,,,,77.0933,154.1867,,,,4.8183,9.6367,,,,1.9273,3.8547,,,,0.5783,1.1567,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-03,Sep 26,3,30,0.033333,0.1,20237.0,60711.0,,,,77.0933,231.28,,,,4.8183,14.455,,,,1.9273,5.782,,,,0.5783,1.735,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-04,Sep 26,4,30,0.033333,0.133333,20237.0,80948.0,,,,77.0933,308.3733,,,,4.8183,19.2733,,,,1.9273,7.7093,,,,0.5783,2.3133,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-05,Sep 26,5,30,0.033333,0.166667,20237.0,101185.0,,,,77.0933,385.4667,,,,4.8183,24.0917,,,,1.9273,9.6367,,,,0.5783,2.8917,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-06,Sep 26,6,30,0.033333,0.2,20237.0,121422.0,,,,77.0933,462.56,,,,4.8183,28.91,,,,1.9273,11.564,,,,0.5783,3.47,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-07,Sep 26,7,30,0.033333,0.233333,20237.0,141659.0,,,,77.0933,539.6533,,,,4.8183,33.7283,,,,1.9273,13.4913,,,,0.5783,4.0483,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-08,Sep 26,8,30,0.033333,0.266667,20237.0,161896.0,,,,77.0933,616.7467,,,,4.8183,38.5467,,,,1.9273,15.4187,,,,0.5783,4.6267,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-09,Sep 26,9,30,0.033333,0.3,20237.0,182133.0,,,,77.0933,693.84,,,,4.8183,43.365,,,,1.9273,17.346,,,,0.5783,5.205,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-10,Sep 26,10,30,0.033333,0.333333,20237.0,202370.0,,,,77.0933,770.9333,,,,4.8183,48.1833,,,,1.9273,19.2733,,,,0.5783,5.7833,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-11,Sep 26,11,30,0.033333,0.366667,20237.0,222607.0,,,,77.0933,848.0267,,,,4.8183,53.0017,,,,1.9273,21.2007,,,,0.5783,6.3617,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-12,Sep 26,12,30,0.033333,0.4,20237.0,242844.0,,,,77.0933,925.12,,,,4.8183,57.82,,,,1.9273,23.128,,,,0.5783,6.94,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-13,Sep 26,13,30,0.033333,0.433333,20237.0,263081.0,,,,77.0933,1002.2133,,,,4.8183,62.6383,,,,1.9273,25.0553,,,,0.5783,7.5183,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-14,Sep 26,14,30,0.033333,0.466667,20237.0,283318.0,,,,77.0933,1079.3067,,,,4.8183,67.4567,,,,1.9273,26.9827,,,,0.5783,8.0967,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-15,Sep 26,15,30,0.033333,0.5,20237.0,303555.0,,,,77.0933,1156.4,,,,4.8183,72.275,,,,1.9273,28.91,,,,0.5783,8.675,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-16,Sep 26,16,30,0.033333,0.533333,20237.0,323792.0,,,,77.0933,1233.4933,,,,4.8183,77.0933,,,,1.9273,30.8373,,,,0.5783,9.2533,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-17,Sep 26,17,30,0.033333,0.566667,20237.0,344029.0,,,,77.0933,1310.5867,,,,4.8183,81.9117,,,,1.9273,32.7647,,,,0.5783,9.8317,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-18,Sep 26,18,30,0.033333,0.6,20237.0,364266.0,,,,77.0933,1387.68,,,,4.8183,86.73,,,,1.9273,34.692,,,,0.5783,10.41,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-19,Sep 26,19,30,0.033333,0.633333,20237.0,384503.0,,,,77.0933,1464.7733,,,,4.8183,91.5483,,,,1.9273,36.6193,,,,0.5783,10.9883,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-20,Sep 26,20,30,0.033333,0.666667,20237.0,404740.0,,,,77.0933,1541.8667,,,,4.8183,96.3667,,,,1.9273,38.5467,,,,0.5783,11.5667,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-21,Sep 26,21,30,0.033333,0.7,20237.0,424977.0,,,,77.0933,1618.96,,,,4.8183,101.185,,,,1.9273,40.474,,,,0.5783,12.145,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-22,Sep 26,22,30,0.033333,0.733333,20237.0,445214.0,,,,77.0933,1696.0533,,,,4.8183,106.0033,,,,1.9273,42.4013,,,,0.5783,12.7233,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-23,Sep 26,23,30,0.033333,0.766667,20237.0,465451.0,,,,77.0933,1773.1467,,,,4.8183,110.8217,,,,1.9273,44.3287,,,,0.5783,13.3017,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-24,Sep 26,24,30,0.033333,0.8,20237.0,485688.0,,,,77.0933,1850.24,,,,4.8183,115.64,,,,1.9273,46.256,,,,0.5783,13.88,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-25,Sep 26,25,30,0.033333,0.833333,20237.0,505925.0,,,,77.0933,1927.3333,,,,4.8183,120.4583,,,,1.9273,48.1833,,,,0.5783,14.4583,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-26,Sep 26,26,30,0.033333,0.866667,20237.0,526162.0,,,,77.0933,2004.4267,,,,4.8183,125.2767,,,,1.9273,50.1107,,,,0.5783,15.0367,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-27,Sep 26,27,30,0.033333,0.9,20237.0,546399.0,,,,77.0933,2081.52,,,,4.8183,130.095,,,,1.9273,52.038,,,,0.5783,15.615,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-28,Sep 26,28,30,0.033333,0.933333,20237.0,566636.0,,,,77.0933,2158.6133,,,,4.8183,134.9133,,,,1.9273,53.9653,,,,0.5783,16.1933,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-29,Sep 26,29,30,0.033333,0.966667,20237.0,586873.0,,,,77.0933,2235.7067,,,,4.8183,139.7317,,,,1.9273,55.8927,,,,0.5783,16.7717,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-09-30,Sep 26,30,30,0.033333,1.0,20237.0,607110.0,,,,77.0933,2312.8,,,,4.8183,144.55,,,,1.9273,57.82,,,,0.5783,17.35,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Meta,2026-09-01,Sep 26,1,30,0.033333,0.033333,13491.33,13491.33,,,,77.0933,77.0933,,,,3.2123,3.2123,,,,1.285,1.285,,,,0.3853,0.3853,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-02,Sep 26,2,30,0.033333,0.066667,13491.33,26982.67,,,,77.0933,154.1867,,,,3.2123,6.4247,,,,1.285,2.57,,,,0.3853,0.7707,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-03,Sep 26,3,30,0.033333,0.1,13491.33,40474.0,,,,77.0933,231.28,,,,3.2123,9.637,,,,1.285,3.855,,,,0.3853,1.156,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-04,Sep 26,4,30,0.033333,0.133333,13491.33,53965.33,,,,77.0933,308.3733,,,,3.2123,12.8493,,,,1.285,5.14,,,,0.3853,1.5413,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-05,Sep 26,5,30,0.033333,0.166667,13491.33,67456.67,,,,77.0933,385.4667,,,,3.2123,16.0617,,,,1.285,6.425,,,,0.3853,1.9267,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-06,Sep 26,6,30,0.033333,0.2,13491.33,80948.0,,,,77.0933,462.56,,,,3.2123,19.274,,,,1.285,7.71,,,,0.3853,2.312,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-07,Sep 26,7,30,0.033333,0.233333,13491.33,94439.33,,,,77.0933,539.6533,,,,3.2123,22.4863,,,,1.285,8.995,,,,0.3853,2.6973,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-08,Sep 26,8,30,0.033333,0.266667,13491.33,107930.67,,,,77.0933,616.7467,,,,3.2123,25.6987,,,,1.285,10.28,,,,0.3853,3.0827,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-09,Sep 26,9,30,0.033333,0.3,13491.33,121422.0,,,,77.0933,693.84,,,,3.2123,28.911,,,,1.285,11.565,,,,0.3853,3.468,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-10,Sep 26,10,30,0.033333,0.333333,13491.33,134913.33,,,,77.0933,770.9333,,,,3.2123,32.1233,,,,1.285,12.85,,,,0.3853,3.8533,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-11,Sep 26,11,30,0.033333,0.366667,13491.33,148404.67,,,,77.0933,848.0267,,,,3.2123,35.3357,,,,1.285,14.135,,,,0.3853,4.2387,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-12,Sep 26,12,30,0.033333,0.4,13491.33,161896.0,,,,77.0933,925.12,,,,3.2123,38.548,,,,1.285,15.42,,,,0.3853,4.624,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-13,Sep 26,13,30,0.033333,0.433333,13491.33,175387.33,,,,77.0933,1002.2133,,,,3.2123,41.7603,,,,1.285,16.705,,,,0.3853,5.0093,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-14,Sep 26,14,30,0.033333,0.466667,13491.33,188878.67,,,,77.0933,1079.3067,,,,3.2123,44.9727,,,,1.285,17.99,,,,0.3853,5.3947,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-15,Sep 26,15,30,0.033333,0.5,13491.33,202370.0,,,,77.0933,1156.4,,,,3.2123,48.185,,,,1.285,19.275,,,,0.3853,5.78,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-16,Sep 26,16,30,0.033333,0.533333,13491.33,215861.33,,,,77.0933,1233.4933,,,,3.2123,51.3973,,,,1.285,20.56,,,,0.3853,6.1653,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-17,Sep 26,17,30,0.033333,0.566667,13491.33,229352.67,,,,77.0933,1310.5867,,,,3.2123,54.6097,,,,1.285,21.845,,,,0.3853,6.5507,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-18,Sep 26,18,30,0.033333,0.6,13491.33,242844.0,,,,77.0933,1387.68,,,,3.2123,57.822,,,,1.285,23.13,,,,0.3853,6.936,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-19,Sep 26,19,30,0.033333,0.633333,13491.33,256335.33,,,,77.0933,1464.7733,,,,3.2123,61.0343,,,,1.285,24.415,,,,0.3853,7.3213,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-20,Sep 26,20,30,0.033333,0.666667,13491.33,269826.67,,,,77.0933,1541.8667,,,,3.2123,64.2467,,,,1.285,25.7,,,,0.3853,7.7067,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-21,Sep 26,21,30,0.033333,0.7,13491.33,283318.0,,,,77.0933,1618.96,,,,3.2123,67.459,,,,1.285,26.985,,,,0.3853,8.092,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-22,Sep 26,22,30,0.033333,0.733333,13491.33,296809.33,,,,77.0933,1696.0533,,,,3.2123,70.6713,,,,1.285,28.27,,,,0.3853,8.4773,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-23,Sep 26,23,30,0.033333,0.766667,13491.33,310300.67,,,,77.0933,1773.1467,,,,3.2123,73.8837,,,,1.285,29.555,,,,0.3853,8.8627,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-24,Sep 26,24,30,0.033333,0.8,13491.33,323792.0,,,,77.0933,1850.24,,,,3.2123,77.096,,,,1.285,30.84,,,,0.3853,9.248,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-25,Sep 26,25,30,0.033333,0.833333,13491.33,337283.33,,,,77.0933,1927.3333,,,,3.2123,80.3083,,,,1.285,32.125,,,,0.3853,9.6333,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-26,Sep 26,26,30,0.033333,0.866667,13491.33,350774.67,,,,77.0933,2004.4267,,,,3.2123,83.5207,,,,1.285,33.41,,,,0.3853,10.0187,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-27,Sep 26,27,30,0.033333,0.9,13491.33,364266.0,,,,77.0933,2081.52,,,,3.2123,86.733,,,,1.285,34.695,,,,0.3853,10.404,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-28,Sep 26,28,30,0.033333,0.933333,13491.33,377757.33,,,,77.0933,2158.6133,,,,3.2123,89.9453,,,,1.285,35.98,,,,0.3853,10.7893,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-29,Sep 26,29,30,0.033333,0.966667,13491.33,391248.67,,,,77.0933,2235.7067,,,,3.2123,93.1577,,,,1.285,37.265,,,,0.3853,11.1747,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-09-30,Sep 26,30,30,0.033333,1.0,13491.33,404740.0,,,,77.0933,2312.8,,,,3.2123,96.37,,,,1.285,38.55,,,,0.3853,11.56,,,,175.0,175.0,,,
Sprint Cert (Health/AHP),Google,2026-09-01,Sep 26,1,30,0.033333,0.033333,15095.0,15095.0,,,,80.5067,80.5067,,,,5.0317,5.0317,,,,2.0127,2.0127,,,,0.6037,0.6037,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-02,Sep 26,2,30,0.033333,0.066667,15095.0,30190.0,,,,80.5067,161.0133,,,,5.0317,10.0633,,,,2.0127,4.0253,,,,0.6037,1.2073,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-03,Sep 26,3,30,0.033333,0.1,15095.0,45285.0,,,,80.5067,241.52,,,,5.0317,15.095,,,,2.0127,6.038,,,,0.6037,1.811,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-04,Sep 26,4,30,0.033333,0.133333,15095.0,60380.0,,,,80.5067,322.0267,,,,5.0317,20.1267,,,,2.0127,8.0507,,,,0.6037,2.4147,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-05,Sep 26,5,30,0.033333,0.166667,15095.0,75475.0,,,,80.5067,402.5333,,,,5.0317,25.1583,,,,2.0127,10.0633,,,,0.6037,3.0183,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-06,Sep 26,6,30,0.033333,0.2,15095.0,90570.0,,,,80.5067,483.04,,,,5.0317,30.19,,,,2.0127,12.076,,,,0.6037,3.622,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-07,Sep 26,7,30,0.033333,0.233333,15095.0,105665.0,,,,80.5067,563.5467,,,,5.0317,35.2217,,,,2.0127,14.0887,,,,0.6037,4.2257,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-08,Sep 26,8,30,0.033333,0.266667,15095.0,120760.0,,,,80.5067,644.0533,,,,5.0317,40.2533,,,,2.0127,16.1013,,,,0.6037,4.8293,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-09,Sep 26,9,30,0.033333,0.3,15095.0,135855.0,,,,80.5067,724.56,,,,5.0317,45.285,,,,2.0127,18.114,,,,0.6037,5.433,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-10,Sep 26,10,30,0.033333,0.333333,15095.0,150950.0,,,,80.5067,805.0667,,,,5.0317,50.3167,,,,2.0127,20.1267,,,,0.6037,6.0367,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-11,Sep 26,11,30,0.033333,0.366667,15095.0,166045.0,,,,80.5067,885.5733,,,,5.0317,55.3483,,,,2.0127,22.1393,,,,0.6037,6.6403,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-12,Sep 26,12,30,0.033333,0.4,15095.0,181140.0,,,,80.5067,966.08,,,,5.0317,60.38,,,,2.0127,24.152,,,,0.6037,7.244,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-13,Sep 26,13,30,0.033333,0.433333,15095.0,196235.0,,,,80.5067,1046.5867,,,,5.0317,65.4117,,,,2.0127,26.1647,,,,0.6037,7.8477,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-14,Sep 26,14,30,0.033333,0.466667,15095.0,211330.0,,,,80.5067,1127.0933,,,,5.0317,70.4433,,,,2.0127,28.1773,,,,0.6037,8.4513,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-15,Sep 26,15,30,0.033333,0.5,15095.0,226425.0,,,,80.5067,1207.6,,,,5.0317,75.475,,,,2.0127,30.19,,,,0.6037,9.055,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-16,Sep 26,16,30,0.033333,0.533333,15095.0,241520.0,,,,80.5067,1288.1067,,,,5.0317,80.5067,,,,2.0127,32.2027,,,,0.6037,9.6587,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-17,Sep 26,17,30,0.033333,0.566667,15095.0,256615.0,,,,80.5067,1368.6133,,,,5.0317,85.5383,,,,2.0127,34.2153,,,,0.6037,10.2623,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-18,Sep 26,18,30,0.033333,0.6,15095.0,271710.0,,,,80.5067,1449.12,,,,5.0317,90.57,,,,2.0127,36.228,,,,0.6037,10.866,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-19,Sep 26,19,30,0.033333,0.633333,15095.0,286805.0,,,,80.5067,1529.6267,,,,5.0317,95.6017,,,,2.0127,38.2407,,,,0.6037,11.4697,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-20,Sep 26,20,30,0.033333,0.666667,15095.0,301900.0,,,,80.5067,1610.1333,,,,5.0317,100.6333,,,,2.0127,40.2533,,,,0.6037,12.0733,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-21,Sep 26,21,30,0.033333,0.7,15095.0,316995.0,,,,80.5067,1690.64,,,,5.0317,105.665,,,,2.0127,42.266,,,,0.6037,12.677,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-22,Sep 26,22,30,0.033333,0.733333,15095.0,332090.0,,,,80.5067,1771.1467,,,,5.0317,110.6967,,,,2.0127,44.2787,,,,0.6037,13.2807,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-23,Sep 26,23,30,0.033333,0.766667,15095.0,347185.0,,,,80.5067,1851.6533,,,,5.0317,115.7283,,,,2.0127,46.2913,,,,0.6037,13.8843,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-24,Sep 26,24,30,0.033333,0.8,15095.0,362280.0,,,,80.5067,1932.16,,,,5.0317,120.76,,,,2.0127,48.304,,,,0.6037,14.488,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-25,Sep 26,25,30,0.033333,0.833333,15095.0,377375.0,,,,80.5067,2012.6667,,,,5.0317,125.7917,,,,2.0127,50.3167,,,,0.6037,15.0917,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-26,Sep 26,26,30,0.033333,0.866667,15095.0,392470.0,,,,80.5067,2093.1733,,,,5.0317,130.8233,,,,2.0127,52.3293,,,,0.6037,15.6953,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-27,Sep 26,27,30,0.033333,0.9,15095.0,407565.0,,,,80.5067,2173.68,,,,5.0317,135.855,,,,2.0127,54.342,,,,0.6037,16.299,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-28,Sep 26,28,30,0.033333,0.933333,15095.0,422660.0,,,,80.5067,2254.1867,,,,5.0317,140.8867,,,,2.0127,56.3547,,,,0.6037,16.9027,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-29,Sep 26,29,30,0.033333,0.966667,15095.0,437755.0,,,,80.5067,2334.6933,,,,5.0317,145.9183,,,,2.0127,58.3673,,,,0.6037,17.5063,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-09-30,Sep 26,30,30,0.033333,1.0,15095.0,452850.0,,,,80.5067,2415.2,,,,5.0317,150.95,,,,2.0127,60.38,,,,0.6037,18.11,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Meta,2026-09-01,Sep 26,1,30,0.033333,0.033333,10063.33,10063.33,,,,80.5067,80.5067,,,,3.3543,3.3543,,,,1.3417,1.3417,,,,0.4027,0.4027,,,,125.0,125.0,,,
